average,rrData
53.100002,1132
53.100002,1132
52.9,1140
52.7,1148
52.9,1125
52.5,1164
52.100002,1171
51.9,1164
52.100002,1140
52.2,1148
52.100002,1156
52.4,1132
52.9,1109
53.0,1125
53.100002,1125
53.3,1117
53.8,1093
53.9,1109
53.8,1117
53.600002,1125
53.8,1109
53.8,1117
53.600002,1125
53.4,1132
53.600002,1109
53.600002,1117
53.5,1125
53.600002,1117
54.0,1093
54.2,1101
54.4,1093
54.4,1101
54.7,1085
55.100002,1070
55.3,1078
55.3,1085
55.2,1093
55.100002,1093
55.2,1085
54.9,1109
54.8,1101
54.600002,1109
54.9,1078
55.0,1085
55.0,1093
54.8,1101
54.600002,1109
54.600002,1101
54.9,1078
55.0,1085
54.3,1140
53.9,1132
53.5,1140
53.100002,1148
53.100002,1132
53.2,1125
53.5,1109
53.4,1125
53.7,1101
54.100002,1093
54.5,1085
54.7,1085
54.9,1085
55.5,1054
55.7,1070
55.9,1062
55.8,1078
55.8,1078
56.0,1062
55.9,1078
56.0,1070
56.0,1070
56.3,1054
56.5,1054
56.4,1070
56.4,1062
56.2,1078
56.3,1062
56.2,1070
56.0,1078
55.8,1085
55.8,1078
55.9,1070
55.8,1078
55.600002,1085
55.5,1085
55.3,1093
55.7,1062
55.8,1070
55.9,1070
55.8,1078
55.8,1078
55.4,1101
55.600002,1070
55.600002,1078
55.5,1085
55.3,1093
55.2,1093
55.7,1054
56.100002,1054
56.100002,1070
56.2,1062
56.0,1078
56.3,1054
56.5,1054
56.100002,1085
56.0,1078
55.8,1085
55.600002,1085
56.0,1054
56.2,1062
56.2,1070
56.2,1070
55.9,1085
56.2,1054
56.600002,1046
56.7,1054
56.8,1054
57.100002,1039
57.4,1031
57.600002,1031
57.5,1046
57.100002,1070
56.8,1070
56.600002,1070
56.7,1054
56.4,1078
56.100002,1085
55.9,1085
55.8,1078
56.0,1062
56.0,1070
56.0,1070
55.9,1078
55.8,1078
56.0,1062
56.0,1070
55.9,1078
55.7,1085
55.5,1093
55.2,1101
55.100002,1093
55.4,1070
55.2,1093
55.0,1101
54.600002,1117
54.3,1117
54.4,1101
54.4,1101
54.3,1109
54.100002,1117
54.100002,1109
54.2,1101
54.7,1078
55.0,1078
55.0,1093
55.0,1093
55.100002,1085
55.5,1062
55.7,1070
55.7,1078
55.7,1078
55.9,1062
56.0,1070
55.8,1085
55.8,1078
55.600002,1085
55.600002,1078
55.5,1085
55.4,1085
55.2,1093
55.2,1085
55.5,1070
55.7,1070
55.8,1070
55.9,1070
56.100002,1062
56.5,1046
56.4,1070
56.3,1070
56.100002,1078
56.100002,1070
56.0,1078
55.5,1101
55.0,1117
55.0,1093
55.0,1093
55.100002,1085
54.8,1109
54.7,1101
55.0,1078
55.2,1078
55.2,1085
55.2,1085
55.5,1070
55.7,1070
55.600002,1085
55.3,1101
55.2,1093
55.2,1085
55.100002,1093
54.8,1109
54.600002,1109
54.9,1078
55.100002,1078
54.9,1101
54.7,1109
54.600002,1101
54.7,1093
54.8,1093
54.7,1101
54.600002,1101
54.9,1078
55.3,1070
55.4,1078
55.600002,1070
55.8,1070
56.4,1039
56.4,1062
56.3,1070
56.2,1070
56.3,1062
56.5,1054
56.600002,1054
56.600002,1062
56.3,1078
56.4,1062
56.4,1062
56.4,1062
56.8,1039
57.100002,1039
57.600002,1023
57.600002,1039
57.600002,1039
57.600002,1039
57.8,1031
57.8,1039
57.4,1062
57.4,1046
57.5,1039
57.600002,1039
57.4,1054
57.2,1054
56.9,1070
57.100002,1046
57.0,1054
56.8,1062
56.2,1093
56.4,1054
56.600002,1054
56.8,1046
57.0,1046
57.100002,1046
57.600002,1023
57.9,1023
58.0,1031
57.9,1039
57.7,1046
57.7,1039
57.7,1039
57.5,1054
57.2,1062
57.0,1062
57.100002,1046
57.0,1054
56.600002,1078
56.4,1070
56.7,1046
56.9,1046
57.100002,1039
57.0,1054
57.100002,1046
57.3,1039
57.3,1046
56.9,1070
56.5,1078
56.5,1062
56.5,1062
56.100002,1085
55.9,1085
55.8,1078
56.3,1046
56.2,1070
56.2,1070
56.2,1070
56.4,1054
56.7,1046
56.8,1054
56.7,1062
56.9,1046
57.3,1031
57.600002,1031
57.8,1031
57.5,1054
57.100002,1070
56.8,1070
56.600002,1070
56.100002,1093
55.600002,1101
55.4,1093
55.4,1085
55.4,1085
55.2,1093
55.0,1101
55.2,1078
55.600002,1062
55.600002,1078
55.5,1085
55.600002,1078
56.0,1054
56.0,1070
55.7,1093
55.5,1093
55.600002,1078
55.8,1070
55.5,1093
55.100002,1109
54.7,1117
54.5,1109
54.600002,1093
54.3,1117
54.2,1109
54.0,1117
54.3,1093
54.2,1109
54.2,1109
53.8,1132
53.600002,1125
53.8,1109
53.600002,1125
53.600002,1117
53.600002,1117
54.0,1093
54.3,1093
54.4,1101
54.4,1101
54.8,1078
55.100002,1078
55.0,1093
55.100002,1085
55.2,1085
55.4,1078
55.4,1085
55.2,1093
55.4,1078
55.600002,1070
55.5,1085
55.4,1085
55.2,1093
55.2,1085
55.100002,1093
54.5,1132
53.7,1156
53.8,1109
53.8,1117
54.0,1101
54.0,1109
54.2,1101
54.7,1078
54.9,1085
55.0,1085
55.0,1093
55.2,1078
55.5,1070
55.4,1085
55.2,1093
55.2,1085
55.600002,1062
55.5,1085
55.3,1093
55.3,1085
55.4,1078
55.5,1078
55.7,1070
55.600002,1085
55.4,1093
55.4,1085
55.5,1078
55.3,1093
54.9,1109
54.9,1093
55.0,1085
54.8,1101
54.600002,1109
54.4,1109
54.600002,1093
54.600002,1101
54.4,1109
54.3,1109
54.7,1078
55.0,1078
55.100002,1085
54.9,1101
55.4,1062
55.4,1085
55.2,1093
54.7,1117
54.8,1093
54.600002,1109
54.2,1125
53.9,1125
53.7,1125
53.7,1117
53.8,1109
53.2,1156
52.8,1156
52.600002,1148
52.7,1132
52.7,1140
52.8,1132
53.0,1125
53.2,1117
53.4,1117
53.5,1117
53.9,1093
54.2,1093
54.2,1109
54.4,1093
54.7,1085
54.8,1093
54.7,1101
55.0,1078
54.8,1101
54.8,1093
54.7,1101
54.4,1117
54.0,1132
53.9,1117
53.600002,1132
53.5,1125
53.3,1132
53.3,1125
53.4,1117
53.5,1117
53.600002,1117
54.0,1093
54.2,1101
54.2,1109
54.2,1109
54.3,1101
54.4,1101
54.3,1109
54.2,1109
54.0,1117
53.8,1125
53.600002,1132
53.600002,1117
53.600002,1117
53.4,1132
53.600002,1109
53.9,1101
54.100002,1101
54.100002,1109
54.3,1093
54.4,1101
54.2,1117
53.9,1125
54.0,1109
53.8,1125
53.600002,1125
53.600002,1117
53.8,1109
53.8,1117
53.600002,1125
53.8,1109
53.9,1109
53.8,1117
54.0,1101
54.2,1101
54.3,1101
54.4,1101
54.7,1085
54.9,1085
54.8,1101
54.3,1125
54.2,1109
53.8,1132
53.4,1140
53.4,1125
53.2,1140
53.100002,1132
53.100002,1132
53.5,1101
53.9,1093
54.2,1093
54.4,1093
54.8,1078
55.100002,1078
55.0,1093
55.2,1078
55.100002,1093
54.9,1101
55.0,1085
54.8,1101
54.600002,1109
54.3,1117
54.4,1101
54.4,1101
54.2,1117
54.4,1093
54.100002,1125
53.9,1125
54.100002,1101
54.0,1117
54.0,1109
54.3,1093
54.5,1093
54.4,1109
54.4,1101
54.2,1117
54.3,1101
54.5,1093
54.4,1109
54.4,1101
54.4,1101
54.3,1109
54.4,1101
54.600002,1093
54.4,1109
54.3,1109
54.600002,1085
54.600002,1101
54.600002,1101
54.4,1109
54.600002,1093
54.600002,1101
54.4,1109
54.600002,1093
54.4,1109
54.2,1117
54.0,1117
54.0,1109
54.0,1109
53.8,1125
54.0,1101
54.0,1109
54.0,1109
54.0,1109
54.0,1109
54.2,1101
54.3,1101
54.5,1093
54.4,1109
54.4,1101
54.4,1101
54.4,1101
54.4,1101
54.2,1117
54.2,1109
54.2,1109
54.0,1117
53.9,1117
53.7,1125
53.600002,1125
53.4,1132
53.2,1140
53.2,1125
53.2,1125
53.100002,1132
52.9,1140
53.0,1125
53.100002,1125
53.3,1117
53.4,1117
53.5,1117
53.7,1109
54.100002,1093
54.600002,1078
54.7,1093
54.8,1093
55.0,1085
55.0,1093
55.0,1093
54.8,1101
54.8,1093
54.600002,1109
54.2,1125
54.2,1109
54.5,1085
54.7,1085
54.600002,1101
54.9,1078
54.8,1101
55.0,1085
54.8,1101
55.0,1085
55.100002,1085
55.2,1085
55.100002,1093
55.2,1085
54.9,1109
54.5,1117
54.4,1109
54.4,1101
54.3,1109
54.0,1125
54.2,1101
54.2,1109
54.3,1101
54.4,1101
54.7,1085
54.8,1093
54.600002,1109
54.7,1093
54.5,1109
54.600002,1093
54.8,1085
55.100002,1078
55.2,1085
54.9,1109
54.7,1109
55.0,1078
55.0,1093
54.7,1109
54.600002,1101
54.8,1085
54.7,1101
54.4,1117
54.3,1109
54.2,1109
54.2,1109
54.4,1093
55.0,1062
55.5,1062
55.7,1070
55.9,1062
56.0,1070
55.9,1078
55.600002,1093
55.9,1062
55.7,1085
55.600002,1085
55.600002,1078
56.0,1054
56.0,1070
56.2,1062
56.2,1070
56.7,1039
57.0,1039
57.4,1031
57.2,1054
57.4,1039
57.100002,1062
56.8,1070
56.5,1078
56.4,1070
55.9,1093
55.4,1109
54.9,1117
54.5,1117
54.0,1132
53.5,1148
53.4,1125
54.2,1070
54.9,1062
55.7,1046
56.5,1031
57.600002,1000
58.100002,1015
58.100002,1031
58.100002,1031
59.0,984
58.600002,1039
57.600002,1085
56.7,1101
56.2,1093
55.7,1101
54.9,1132
54.3,1132
54.2,1109
54.3,1101
54.100002,1117
53.9,1125
54.0,1109
54.2,1101
53.9,1125
53.600002,1132
53.4,1132
53.600002,1109
53.4,1132
52.8,1164
52.9,1132
53.0,1125
52.9,1140
52.7,1148
52.8,1132
52.9,1132
52.9,1132
53.100002,1117
53.100002,1132
52.9,1140
53.0,1125
53.0,1132
53.0,1132
53.3,1109
53.7,1101
53.8,1109
54.100002,1093
54.3,1093
54.5,1093
54.7,1085
54.8,1093
54.8,1093
54.7,1101
54.600002,1101
54.7,1093
54.5,1109
54.3,1117
54.5,1093
54.3,1117
54.0,1125
53.9,1117
54.2,1093
54.2,1109
54.0,1117
54.2,1101
54.2,1109
54.0,1117
53.9,1117
54.2,1093
54.4,1093
54.4,1101
54.600002,1093
55.100002,1070
55.4,1070
55.5,1078
55.4,1085
55.5,1078
55.600002,1078
55.5,1085
55.100002,1109
55.0,1093
55.3,1070
55.5,1070
55.8,1062
55.8,1078
56.3,1046
56.4,1062
56.600002,1054
56.7,1054
57.0,1039
57.0,1054
56.8,1062
56.600002,1070
56.600002,1062
56.2,1085
55.8,1093
55.5,1093
55.600002,1078
55.8,1070
55.8,1078
55.8,1078
55.8,1078
56.100002,1054
56.0,1078
55.9,1078
55.8,1078
55.600002,1085
55.600002,1078
55.4,1093
55.100002,1101
54.3,1148
54.2,1109
54.3,1101
54.2,1109
54.0,1117
54.3,1093
54.600002,1085
54.7,1093
55.0,1078
55.600002,1054
56.2,1039
56.7,1039
57.0,1039
57.4,1031
57.9,1015
58.100002,1023
58.100002,1031
57.9,1046
57.7,1046
57.5,1054
57.0,1078
56.600002,1078
56.4,1070
56.3,1070
56.0,1085
56.0,1070
56.2,1062
56.3,1062
56.4,1062
56.4,1062
56.7,1046
56.600002,1062
56.2,1085
55.9,1085
56.0,1070
56.0,1070
55.7,1093
55.5,1093
55.600002,1078
55.600002,1078
55.4,1093
55.2,1093
55.2,1085
55.2,1085
54.9,1109
55.100002,1078
55.2,1085
55.100002,1093
55.0,1093
55.2,1078
55.2,1085
55.4,1078
55.7,1062
55.7,1078
55.7,1078
55.8,1070
55.8,1078
55.9,1070
55.7,1085
55.8,1070
55.8,1078
55.8,1078
56.100002,1054
56.2,1062
56.2,1070
56.4,1054
56.7,1046
56.600002,1062
56.600002,1062
56.7,1054
56.600002,1062
56.100002,1093
55.7,1093
55.7,1078
55.8,1070
55.5,1093
55.0,1117
54.600002,1117
54.600002,1101
54.2,1125
54.2,1109
54.3,1101
54.5,1093
54.3,1117
54.4,1101
54.4,1101
54.600002,1093
54.4,1109
54.3,1109
54.5,1093
55.2,1054
55.600002,1062
56.0,1054
57.2,1000
58.3,984
58.3,804
58.3,703
58.3,703
58.3,875
59.7,953
60.100002,984
59.9,1007
59.2,1039
58.7,1046
58.5,1031
57.9,1062
57.600002,1054
57.3,1062
56.9,1070
56.8,1062
56.600002,1070
56.100002,1093
55.600002,1101
55.600002,1078
55.8,1070
55.8,1078
55.0,1132
54.4,1132
54.0,1132
54.3,1093
53.8,1140
53.2,1156
53.2,1125
52.7,1164
52.8,1132
53.2,1109
53.600002,1101
53.600002,1117
53.5,1125
53.2,1140
53.5,1109
53.8,1101
53.8,1117
53.600002,1132
53.5,1125
53.9,1093
54.100002,1101
54.0,1117
53.8,1125
53.600002,1132
53.4,1132
53.5,1117
53.3,1132
53.2,1132
53.100002,1132
53.5,1101
54.0,1085
54.2,1101
54.0,1117
54.0,1109
54.5,1078
54.7,1085
54.8,1093
54.7,1101
54.600002,1101
54.8,1085
54.600002,1109
54.3,1117
54.0,1125
54.2,1101
54.3,1101
54.100002,1117
53.8,1132
53.9,1109
54.100002,1101
54.0,1117
53.9,1117
53.8,1117
53.8,1117
53.600002,1125
53.5,1125
53.3,1132
53.7,1101
54.100002,1093
54.100002,1109
54.3,1093
54.7,1078
55.4,1054
55.600002,1070
55.600002,1078
55.600002,1078
55.8,1070
55.9,1070
55.5,1101
55.100002,1109
54.9,1101
55.0,1085
55.0,1093
54.7,1109
54.600002,1101
54.9,1078
55.100002,1078
55.2,1085
55.2,1085
55.5,1070
56.2,1039
56.2,1070
55.9,1085
55.8,1078
56.5,1031
57.4,1007
57.0,1070
57.0,1054
57.0,1054
56.5,1085
56.100002,1085
56.100002,1070
55.9,1085
55.4,1109
55.0,1109
54.600002,1117
54.2,1125
53.7,1140
53.0,1164
52.9,1140
52.9,1132
52.600002,1156
52.5,1148
52.5,1140
52.7,1132
52.2,1171
52.0,1164
52.2,1140
52.7,1117
52.9,1125
52.9,1132
53.4,1101
53.9,1093
54.100002,1101
54.2,1101
54.7,1078
54.9,1085
55.0,1085
54.8,1101
55.100002,1078
55.2,1085
54.9,1109
54.4,1125
54.2,1117
54.2,1109
53.8,1132
53.4,1140
53.2,1140
53.4,1117
53.4,1125
53.4,1125
53.2,1140
53.5,1109
53.7,1109
53.7,1117
53.600002,1125
53.3,1140
53.3,1125
52.9,1156
52.600002,1156
52.7,1132
52.8,1132
52.5,1156
52.4,1148
52.600002,1132
52.9,1117
53.100002,1117
53.2,1125
53.5,1109
53.7,1109
53.7,1117
53.7,1117
53.9,1101
54.0,1109
53.9,1117
53.600002,1132
53.600002,1117
53.8,1109
53.600002,1125
53.600002,1117
53.5,1125
53.8,1101
53.9,1109
53.8,1117
54.0,1101
54.4,1085
54.4,1101
54.600002,1093
54.7,1093
54.9,1085
54.9,1093
54.8,1101
54.8,1093
54.8,1093
54.7,1101
54.4,1117
54.0,1132
53.7,1132
53.8,1109
53.600002,1132
53.3,1140
53.5,1109
53.7,1109
53.600002,1125
53.5,1125
53.8,1101
54.100002,1093
54.100002,1109
54.2,1101
54.7,1078
55.0,1078
55.100002,1085
55.0,1093
55.2,1078
55.4,1078
55.4,1085
55.2,1093
55.5,1070
56.2,1039
56.8,1031
56.7,1062
56.4,1078
56.2,1078
55.600002,1109
55.9,1062
56.100002,1062
56.600002,1039
58.100002,976
59.0,984
59.8,976
60.5,968
60.7,984
60.5,1000
60.0,1023
59.7,1015
59.100002,1039
58.4,1054
57.5,1085
56.8,1085
56.5,1078
55.9,1101
55.100002,1125
54.7,1117
54.8,1093
55.0,1085
54.8,1101
54.7,1101
54.8,1093
54.8,1093
54.8,1093
54.5,1117
54.0,1132
54.0,1109
54.0,1109
53.8,1125
53.600002,1125
53.9,1101
54.2,1093
54.4,1093
54.4,1101
54.600002,1093
55.100002,1070
55.3,1078
54.9,1109
54.7,1109
54.9,1085
55.0,1085
55.2,1078
55.100002,1093
55.5,1062
55.8,1062
55.8,1078
55.4,1101
54.8,1125
54.7,1101
54.600002,1101
54.100002,1132
53.8,1132
53.4,1140
53.600002,1109
54.0,1093
53.9,1117
54.0,1109
53.8,1125
53.8,1117
53.4,1140
52.7,1171
52.0,1187
52.0,1156
52.100002,1148
51.9,1164
51.600002,1179
51.7,1156
52.0,1140
51.8,1164
51.600002,1171
51.8,1148
52.0,1148
52.100002,1148
52.2,1148
52.2,1148
52.3,1140
52.7,1117
52.8,1132
52.9,1132
53.0,1125
53.600002,1093
54.0,1093
54.2,1101
54.2,1109
54.2,1109
54.5,1085
54.600002,1093
54.9,1078
55.100002,1078
56.5,1007
57.600002,1000
57.8,1031
58.3,1007
58.4,1023
58.100002,1046
57.7,1054
57.5,1054
57.2,1062
56.600002,1085
56.0,1101
56.0,1070
