average,rrData
67.200005,890
67.3,890
67.0,906
66.8,906
66.4,914
66.0,921
65.9,914
65.8,914
65.9,906
66.0,906
66.1,906
66.3,898
66.5,898
66.4,906
66.3,906
66.1,914
65.9,914
65.8,914
65.700005,914
65.700005,914
65.9,906
65.8,914
65.700005,914
65.9,906
66.0,906
66.1,906
65.9,914
65.8,914
65.700005,914
65.700005,914
65.9,906
66.0,906
66.1,906
66.3,898
66.5,898
66.4,906
66.3,906
66.1,914
66.1,906
66.1,906
66.3,898
66.5,898
66.6,898
66.5,906
66.4,906
66.200005,914
66.0,914
65.9,914
65.8,914
65.700005,914
66.200005,890
66.6,890
67.0,882
67.5,875
67.8,875
68.0,875
68.4,867
68.3,882
68.200005,882
68.0,890
67.8,890
67.700005,890
67.4,898
67.200005,898
66.9,906
66.9,898
67.1,890
67.200005,890
67.6,875
67.700005,882
68.0,875
67.8,890
67.700005,890
67.6,890
67.4,898
67.0,906
66.9,898
66.700005,906
66.700005,898
66.700005,898
66.700005,898
66.9,890
66.700005,906
66.5,906
66.6,898
66.5,906
66.4,906
66.3,906
66.1,914
66.1,906
66.3,898
66.3,906
66.5,898
66.6,898
66.700005,898
66.5,906
66.4,906
66.200005,914
66.0,914
65.700005,921
65.700005,914
65.9,906
66.200005,898
66.4,898
66.5,898
66.6,898
66.700005,898
66.5,906
66.4,906
66.200005,914
66.200005,906
66.4,898
66.3,906
66.6,890
66.700005,898
66.700005,898
66.700005,898
66.9,890
67.200005,882
67.4,882
67.4,890
67.4,890
67.6,882
67.5,890
67.3,898
67.1,898
67.0,898
67.1,890
67.200005,890
67.4,882
67.9,867
69.3,828
69.9,843
70.1,851
69.5,882
69.4,867
69.200005,875
68.8,882
68.700005,875
68.700005,875
68.700005,875
68.700005,875
69.0,859
68.700005,882
68.5,882
67.8,906
67.9,882
67.700005,890
67.6,890
67.5,890
67.700005,882
67.6,890
67.700005,882
67.8,882
67.9,882
67.700005,890
67.4,898
67.4,890
67.4,890
68.3,851
69.0,851
69.700005,843
71.0,812
72.1,804
71.4,859
70.200005,890
69.5,882
69.0,882
69.1,867
69.5,851
70.0,843
70.8,828
70.5,859
70.3,859
69.8,875
69.3,882
69.3,867
69.700005,851
69.5,867
69.200005,875
68.8,882
68.200005,898
68.0,890
67.8,890
67.3,906
66.6,921
66.3,914
66.6,890
66.5,906
66.6,898
66.8,890
67.3,875
67.1,898
67.6,875
67.9,875
67.9,882
67.9,882
68.1,875
68.4,867
68.1,890
67.700005,898
67.6,890
67.700005,882
67.8,882
67.5,898
68.200005,859
68.1,882
67.9,890
67.700005,890
68.0,875
68.200005,875
68.1,882
67.9,890
67.700005,890
67.4,898
67.200005,898
67.3,890
67.5,882
67.8,875
68.0,875
68.4,867
68.8,859
68.9,867
69.200005,859
69.4,859
69.5,859
69.4,867
69.5,859
71.5,789
72.3,750
73.5,734
75.700005,742
77.0,750
77.9,750
78.1,765
78.700005,750
79.6,734
81.3,703
83.1,687
84.700005,679
84.9,703
82.9,765
82.1,820
80.6,859
77.6,851
76.5,812
76.6,781
76.9,773
76.9,781
76.4,796
75.9,804
75.5,804
74.8,820
73.700005,843
73.0,906
71.9,937
69.4,945
67.3,960
66.0,953
65.6,929
65.6,914
65.4,921
65.200005,929
65.700005,898
66.0,898
66.4,890
66.700005,890
66.700005,898
67.3,875
67.3,890
66.8,914
66.4,914
66.3,906
66.5,898
66.8,890
67.200005,882
67.3,890
68.1,859
69.0,843
69.1,867
69.5,851
69.6,859
69.5,867
70.200005,835
70.9,828
71.200005,835
71.4,835
71.3,843
70.8,859
70.1,875
69.6,875
69.1,882
69.5,851
69.200005,875
69.0,875
68.700005,882
68.5,882
68.200005,890
68.0,890
68.200005,875
68.700005,859
69.700005,835
71.6,789
72.3,757
73.700005,781
75.1,765
74.700005,812
73.6,843
71.9,882
71.4,921
69.5,921
68.9,890
68.1,906
67.700005,898
68.0,875
69.0,843
70.5,812
71.1,773
72.4,796
74.0,773
74.6,789
74.8,796
73.1,867
71.200005,898
70.6,937
68.9,921
67.3,945
66.3,937
66.1,914
65.9,914
65.8,914
66.3,890
66.6,890
66.5,906
66.1,921
65.9,914
66.5,882
65.9,929
64.9,960
63.9,976
63.3,968
63.100002,960
64.4,890
64.9,906
64.6,937
63.8,968
63.100002,976
62.600002,976
62.0,992
61.8,976
61.600002,984
61.600002,976
61.3,992
60.8,1007
60.9,984
61.8,937
62.2,953
62.0,976
61.8,976
61.3,1000
61.8,953
61.9,968
61.600002,984
61.4,984
61.100002,992
61.100002,984
61.100002,984
60.9,992
60.5,1007
60.8,976
61.2,968
61.0,992
60.4,1015
60.2,1007
60.600002,976
60.9,976
60.9,984
60.9,984
60.600002,1000
60.9,976
61.4,960
61.3,984
60.9,1000
60.9,984
61.2,968
61.7,953
61.5,984
61.0,1000
60.7,1000
61.2,960
61.100002,984
61.100002,984
61.2,976
61.3,976
61.4,976
62.2,937
62.100002,968
61.9,976
61.9,968
62.4,945
62.600002,953
62.3,976
62.4,960
63.4,914
63.8,929
63.3,968
62.9,968
62.600002,968
62.600002,960
62.600002,960
62.4,968
62.3,968
61.9,984
61.8,976
62.0,960
61.8,976
61.7,976
61.8,968
61.9,968
62.4,945
62.600002,953
63.5,914
63.7,937
64.0,929
64.5,914
64.3,937
63.9,953
64.1,929
65.3,882
65.200005,921
65.3,914
65.1,929
64.8,937
64.6,937
64.9,914
65.3,906
65.1,929
64.6,945
64.3,945
64.1,945
63.8,953
63.600002,953
63.600002,945
63.7,937
63.8,937
63.600002,953
63.4,953
63.0,968
62.2,992
61.8,984
61.3,1000
61.2,984
62.4,921
62.9,937
63.7,914
65.700005,851
66.5,812
67.9,843
66.3,960
65.8,1015
63.4,1039
62.100002,1015
61.3,1007
61.100002,992
61.4,968
61.7,960
62.100002,953
63.3,906
63.5,937
63.3,953
62.9,968
62.5,976
62.2,976
61.5,1000
60.9,1007
60.4,1015
60.4,992
60.4,992
60.2,1007
60.3,992
60.5,984
60.5,992
60.3,1000
60.4,992
60.3,1000
60.2,1000
60.600002,976
60.4,1000
60.4,992
60.7,976
61.4,953
61.600002,968
61.100002,1000
61.2,976
62.2,929
62.3,960
62.2,968
62.7,937
63.100002,937
63.4,937
63.8,929
63.7,945
63.5,953
63.2,960
61.7,1031
61.600002,976
61.9,960
62.4,945
62.600002,953
62.7,953
61.8,1007
60.5,1046
59.600002,1046
60.3,968
61.0,960
61.2,976
60.8,1000
61.2,968
61.100002,984
61.100002,984
60.9,992
61.2,968
60.8,1000
61.2,968
61.3,976
61.2,984
62.0,937
63.4,898
63.8,929
63.9,937
63.600002,953
63.9,929
63.8,945
63.7,945
63.8,937
63.9,937
63.9,937
64.1,929
64.3,929
64.4,929
64.6,921
64.9,914
65.3,906
65.4,914
65.6,906
65.8,906
65.700005,914
66.0,898
65.9,914
66.0,906
65.9,914
65.8,914
65.6,921
65.4,921
65.200005,929
65.0,929
64.700005,937
64.700005,929
64.700005,929
64.8,921
64.9,921
65.0,921
64.9,929
65.0,921
64.9,929
65.0,921
64.700005,937
64.700005,929
64.700005,929
64.5,937
64.700005,921
64.700005,929
64.8,921
64.700005,929
64.700005,929
64.5,937
64.3,937
64.1,945
64.3,929
64.200005,937
64.1,937
64.3,929
64.4,929
64.5,929
64.8,914
65.0,914
65.4,906
66.200005,812
67.5,781
70.5,773
71.9,742
73.6,726
75.4,710
78.4,703
80.0,718
79.5,765
79.200005,765
77.4,820
75.700005,835
73.9,859
72.9,851
72.200005,851
71.5,859
71.200005,851
71.200005,843
71.200005,843
69.700005,906
68.200005,929
67.3,921
65.700005,968
64.9,953
63.7,984
62.7,992
62.8,953
62.9,953
62.2,992
61.5,1000
61.3,984
61.100002,992
60.8,1000
62.4,906
62.7,945
63.100002,937
63.600002,929
65.1,875
64.5,953
63.0,1007
62.7,968
62.8,953
63.8,906
62.8,992
62.3,984
62.4,960
63.2,921
63.3,945
62.8,976
62.4,976
62.0,984
61.5,992
61.0,1000
60.8,992
61.0,976
60.4,1015
60.3,1000
60.5,984
60.7,984
60.600002,992
61.600002,937
61.0,1007
60.600002,1007
60.4,1000
60.2,1007
59.9,1015
59.4,1031
59.0,1031
60.100002,960
60.7,968
60.9,976
60.9,984
61.100002,976
62.0,937
61.8,976
61.600002,984
61.100002,1000
60.8,1000
60.0,1031
59.100002,1054
58.2,1070
57.600002,1070
57.9,1023
57.7,1046
58.4,1000
58.9,1000
59.2,1000
59.0,1023
59.8,976
60.0,992
59.7,1015
59.5,1015
59.4,1015
59.0,1031
58.8,1031
58.9,1015
60.100002,953
59.5,1031
59.3,1023
58.5,1062
58.2,1046
58.4,1023
58.8,1007
58.4,1046
58.5,1023
59.100002,992
59.8,976
59.5,1023
59.4,1015
58.600002,1054
58.8,1015
58.600002,1031
58.3,1039
59.0,992
59.0,1015
58.9,1023
59.2,1000
59.4,1000
59.5,1007
59.4,1015
59.9,984
59.8,1007
59.5,1023
59.5,1007
60.0,984
59.7,1015
59.7,1007
59.8,1000
60.3,976
59.8,1023
59.600002,1015
59.600002,1007
60.5,960
61.600002,937
61.9,960
62.100002,960
63.3,906
65.3,859
66.5,867
65.9,929
65.0,953
65.200005,914
65.9,890
64.9,960
63.9,976
63.0,984
62.0,1007
61.3,1007
61.5,968
61.3,984
61.4,976
60.9,1007
60.600002,1000
60.600002,992
59.9,1031
59.100002,1046
58.7,1039
58.5,1031
58.2,1046
58.0,1039
59.100002,976
59.4,1000
59.9,984
60.100002,992
60.100002,1000
59.5,1031
58.7,1054
58.7,1023
58.7,1023
58.5,1031
58.600002,1023
59.0,1000
59.0,1015
59.600002,984
60.3,968
60.7,976
60.2,1015
60.0,1007
60.600002,968
60.100002,1015
59.7,1023
59.8,1000
60.9,945
60.8,992
60.9,984
61.4,960
61.600002,968
60.8,1015
59.9,1039
59.4,1031
59.600002,1000
59.4,1015
59.600002,1000
60.5,960
60.5,992
59.8,1031
60.3,976
61.7,921
62.7,921
62.8,953
62.7,960
62.600002,960
61.4,1023
60.600002,1023
60.7,984
60.8,984
60.600002,1000
60.600002,992
61.3,953
60.9,1000
60.100002,1031
60.2,992
60.9,960
60.600002,1000
60.3,1007
58.9,1078
58.5,1039
58.3,1039
58.7,1007
59.2,992
60.5,945
60.8,976
61.0,976
61.600002,953
61.9,960
62.2,953
63.4,906
65.3,859
66.1,882
67.0,867
67.1,890
66.5,921
65.3,960
65.200005,921
64.700005,945
64.700005,929
64.5,937
64.5,929
64.5,929
64.700005,921
64.8,921
64.4,945
63.5,976
62.2,1015
62.4,953
62.600002,953
61.8,1000
60.9,1023
59.7,1054
59.0,1046
58.600002,1039
59.0,1000
59.0,1015
59.5,992
60.100002,976
60.7,968
61.4,953
61.4,976
61.9,953
61.600002,984
61.100002,1000
60.600002,1007
60.600002,992
60.7,984
62.2,914
63.100002,921
63.8,851
64.9,828
66.200005,867
66.700005,882
67.1,882
65.700005,960
64.3,984
62.7,1015
61.9,1000
61.9,968
61.600002,984
60.100002,1062
59.0,1062
58.2,1062
57.8,1054
57.8,1039
58.600002,992
58.600002,1023
57.8,1070
57.4,1062
57.0,1070
57.0,1054
57.9,1000
57.8,1039
57.9,1031
58.4,1007
58.100002,1046
58.100002,1031
58.600002,1007
58.100002,1054
56.9,1109
56.2,1101
55.7,1101
56.2,1046
57.0,1023
57.0,1054
56.4,1093
55.8,1101
56.100002,1054
56.7,1031
56.8,1054
57.0,1046
57.0,1054
57.100002,1046
56.9,1062
56.3,1093
55.9,1093
55.600002,1093
56.2,1039
56.600002,1046
56.100002,1093
55.7,1093
56.3,1039
56.9,1031
