average,rrData
63.4,945
63.4,945
63.600002,937
64.1,921
64.3,929
64.200005,937
64.3,929
64.700005,914
65.0,914
65.9,882
66.5,882
66.6,898
66.700005,898
66.4,914
65.9,929
65.3,937
64.6,953
64.0,960
63.8,945
63.4,960
63.4,945
63.600002,937
63.4,953
63.4,945
63.3,953
63.100002,960
63.2,945
63.3,945
63.2,953
63.100002,953
63.2,945
63.4,937
63.4,945
63.0,968
62.5,976
62.0,984
61.7,984
61.600002,976
61.4,984
61.3,984
61.2,984
61.0,992
61.3,968
61.5,968
61.5,976
61.8,960
61.7,976
61.8,968
61.9,968
61.9,968
61.9,968
62.100002,960
62.2,960
62.3,960
62.2,968
62.9,929
62.8,960
63.2,937
63.600002,929
63.7,937
63.8,937
64.200005,921
64.0,945
63.7,953
63.600002,945
63.4,953
63.3,953
63.5,937
63.5,945
63.5,945
63.8,929
63.7,945
63.5,953
63.2,960
62.8,968
62.9,953
62.8,960
62.7,960
62.9,945
62.9,953
63.100002,945
63.4,937
63.3,953
63.5,937
63.3,953
63.5,937
63.8,929
63.9,937
63.9,937
63.9,937
63.8,945
63.9,937
63.8,945
63.600002,953
63.600002,945
63.4,953
63.3,953
63.2,953
63.0,960
63.2,945
63.0,960
63.0,953
63.2,945
63.0,960
63.0,953
62.7,968
62.600002,960
62.7,953
62.5,968
62.8,945
62.600002,968
62.600002,960
62.7,953
62.600002,960
62.7,953
62.5,968
62.5,960
62.7,953
62.3,976
62.7,945
62.600002,960
62.7,953
62.8,953
62.7,960
62.9,945
62.8,960
62.9,953
62.8,960
62.7,960
62.8,953
62.600002,968
62.7,953
62.8,953
62.7,960
62.8,953
62.9,953
62.600002,968
62.7,953
62.5,968
62.5,960
62.5,960
62.2,976
62.4,953
62.100002,976
62.2,960
62.100002,968
61.9,976
61.9,968
61.600002,984
61.600002,976
61.3,992
60.9,1000
60.8,992
60.4,1007
60.3,1000
60.2,1000
60.0,1007
60.0,1000
59.9,1007
60.100002,992
60.2,992
60.0,1007
60.0,757
58.100002,1117
58.7,1000
59.2,992
59.7,984
60.2,976
60.3,992
60.5,984
60.7,984
60.8,984
61.5,953
61.3,984
61.8,953
61.600002,984
61.7,968
61.8,968
61.7,976
61.9,960
61.8,976
62.2,953
62.0,976
62.2,960
62.4,953
62.100002,976
62.4,953
62.100002,976
62.2,960
62.100002,968
61.9,976
62.2,953
61.8,984
61.9,968
62.100002,960
62.100002,968
62.2,960
62.0,976
62.3,953
62.2,968
62.3,960
62.5,953
62.2,976
62.4,953
62.3,968
62.100002,976
62.2,960
61.8,984
61.7,976
61.5,984
61.3,984
61.2,984
60.7,1007
60.5,1000
60.3,1000
60.100002,1007
60.2,992
60.4,984
60.3,1000
60.5,984
60.2,1007
60.4,984
60.2,1007
60.3,992
60.4,992
60.4,992
60.4,992
60.600002,984
60.9,976
60.8,992
61.2,968
61.3,976
61.4,976
61.600002,968
61.600002,976
61.600002,976
61.9,960
61.600002,984
62.0,953
61.7,984
61.600002,976
61.9,960
61.5,992
61.8,960
61.4,992
61.600002,968
61.600002,976
61.4,984
61.600002,968
61.600002,976
61.9,960
61.600002,984
61.3,992
61.5,968
60.8,1015
60.7,992
60.600002,992
60.4,1000
60.7,976
60.5,1000
60.7,984
60.9,976
60.9,984
61.100002,976
61.100002,984
61.4,968
61.4,976
61.600002,968
61.9,960
61.9,968
61.9,968
61.9,968
61.9,968
61.9,968
61.8,976
61.9,968
61.9,968
61.8,976
62.0,960
61.4,1000
61.4,976
61.3,984
61.4,976
61.600002,968
61.4,984
61.600002,968
61.4,984
61.600002,968
61.7,968
61.600002,976
61.9,960
61.8,976
61.9,968
62.100002,960
62.100002,968
62.4,953
62.3,968
62.4,960
62.3,968
61.9,984
62.100002,960
62.100002,968
62.100002,968
62.2,960
62.100002,968
62.4,953
62.100002,976
62.2,960
61.8,984
61.7,976
61.600002,976
61.4,984
61.600002,968
61.600002,976
61.9,960
61.9,968
62.2,953
62.100002,968
62.4,953
62.600002,953
62.600002,960
62.600002,960
62.4,968
62.4,960
62.4,960
62.0,984
62.0,968
62.0,968
62.0,968
62.2,960
61.8,984
61.9,968
61.5,992
61.7,968
61.600002,976
61.7,968
61.600002,976
61.600002,976
61.9,960
61.8,976
61.9,968
61.9,968
61.9,968
62.100002,960
62.100002,968
61.9,976
62.2,953
62.100002,968
62.4,953
62.7,945
62.600002,960
63.0,937
63.0,953
63.2,945
63.3,945
63.2,953
63.3,945
63.2,953
63.100002,953
63.100002,953
62.9,960
62.9,953
62.8,960
62.9,953
62.8,960
62.600002,968
62.7,953
62.600002,960
62.9,945
63.2,937
63.3,945
63.2,953
62.8,968
62.600002,968
62.3,976
62.2,968
61.8,984
61.9,968
61.9,968
62.2,953
62.3,960
62.4,960
62.4,960
62.3,968
62.2,968
62.0,976
62.0,968
62.3,953
62.2,968
62.600002,945
62.600002,960
62.600002,960
62.9,945
62.8,960
63.0,945
63.2,945
63.100002,953
63.2,945
63.3,945
63.5,937
63.7,937
63.600002,945
63.7,937
63.8,937
63.9,937
63.9,937
63.9,937
63.9,937
63.8,945
63.600002,953
63.9,929
63.8,945
63.7,945
63.600002,945
63.4,953
63.600002,937
63.4,953
63.4,945
63.600002,937
64.200005,914
65.0,898
65.200005,914
65.5,906
65.4,921
65.5,914
65.200005,929
65.200005,921
64.8,937
64.4,945
64.0,953
63.5,960
63.3,953
63.100002,960
63.100002,953
63.100002,953
62.9,960
62.9,953
62.8,960
62.7,960
62.8,953
62.7,960
62.8,953
62.600002,968
62.7,953
62.600002,960
62.9,945
63.100002,945
62.9,960
62.9,953
62.8,960
62.9,953
62.8,960
62.9,953
62.600002,968
62.600002,960
62.7,953
62.5,968
62.7,953
62.8,953
63.0,945
63.0,953
63.2,945
63.3,945
63.4,945
63.3,953
63.2,953
62.8,968
62.7,960
62.5,968
62.3,968
62.4,960
62.100002,976
62.2,960
62.0,976
62.0,968
62.3,953
62.100002,976
62.100002,968
61.9,976
61.9,968
61.600002,984
61.100002,1000
61.100002,984
61.4,968
61.3,984
61.100002,992
61.2,976
61.0,992
61.3,968
61.4,976
61.3,984
61.4,976
61.3,984
61.4,976
61.4,976
61.600002,968
61.600002,976
61.7,968
61.600002,976
61.4,984
61.600002,968
61.4,984
61.600002,968
61.7,968
62.100002,953
62.2,960
62.4,953
62.600002,953
62.7,953
62.600002,960
62.600002,960
62.600002,960
62.7,953
62.5,968
62.5,960
62.5,960
62.5,960
62.8,945
62.9,953
63.2,937
63.4,937
63.4,945
63.8,929
63.7,945
64.0,929
63.8,945
63.7,945
63.5,953
63.2,960
63.100002,953
62.9,960
62.600002,968
62.9,945
62.600002,968
62.9,945
62.8,960
63.0,945
63.2,945
63.3,945
63.5,937
63.3,953
63.5,937
63.8,929
63.7,945
63.600002,945
63.7,937
63.600002,945
63.600002,945
63.4,953
63.3,953
63.5,937
63.3,953
63.2,953
63.4,937
63.8,929
63.600002,953
63.100002,968
62.600002,976
62.100002,984
61.5,1000
61.2,992
61.0,992
61.0,984
61.2,976
61.3,976
61.5,968
61.7,968
61.9,960
62.100002,960
62.100002,968
62.4,953
62.3,968
62.5,953
62.7,953
62.600002,960
62.9,945
62.8,960
63.0,945
63.0,953
63.2,945
63.4,937
63.3,953
63.4,945
63.4,945
63.3,953
63.4,945
63.3,953
63.2,953
63.3,945
63.4,945
63.600002,937
64.1,921
64.3,929
64.4,929
64.5,929
64.3,937
64.700005,914
64.700005,929
64.8,921
64.700005,929
64.700005,929
64.3,945
63.8,960
63.600002,953
63.4,953
63.3,953
62.9,968
62.8,960
62.600002,968
62.100002,984
62.2,960
62.100002,968
62.2,960
62.4,953
62.600002,953
62.9,945
63.100002,945
63.4,937
63.4,945
63.100002,960
63.2,945
63.3,945
63.100002,960
63.100002,953
62.9,960
62.600002,968
62.7,953
62.5,968
62.2,976
62.100002,968
61.9,976
61.8,976
62.0,960
61.7,984
61.8,968
61.9,968
62.100002,960
62.9,929
63.4,929
63.8,929
63.7,945
63.600002,945
63.600002,945
63.3,960
63.100002,960
63.4,937
63.3,953
63.100002,960
62.9,960
63.100002,945
62.8,968
62.7,960
63.100002,937
63.100002,953
63.4,937
63.600002,937
63.600002,945
63.7,937
63.5,953
63.3,953
63.4,945
63.4,945
63.3,953
62.9,968
62.600002,968
62.600002,960
62.4,968
62.100002,976
62.2,960
62.0,976
62.2,960
62.4,953
62.4,960
62.3,968
62.4,960
62.600002,953
62.3,976
62.100002,976
61.8,984
61.4,992
61.3,984
61.4,976
61.100002,992
60.9,992
60.8,992
60.9,984
61.2,968
61.3,976
61.2,984
61.4,968
61.7,960
61.9,960
62.100002,960
62.4,953
62.3,968
62.4,960
62.4,960
62.3,968
62.2,968
62.100002,968
61.9,976
62.100002,960
62.100002,968
61.8,984
61.600002,984
61.600002,976
61.4,984
61.600002,968
61.9,960
62.100002,960
62.4,953
62.4,960
62.4,960
62.600002,953
62.9,945
62.9,953
62.9,953
63.100002,945
63.2,945
63.3,945
63.7,929
63.8,937
63.600002,953
63.9,929
63.600002,953
63.4,953
63.4,945
63.4,945
63.3,953
63.2,953
63.0,960
62.8,960
62.600002,968
62.600002,960
62.9,945
62.8,960
62.600002,968
62.3,976
61.9,984
61.9,968
61.600002,984
61.600002,976
61.600002,976
61.600002,976
61.7,968
61.8,968
61.9,968
62.2,953
62.3,960
62.5,953
62.7,953
62.600002,960
62.7,953
62.600002,960
62.600002,960
62.7,953
62.600002,960
62.4,968
62.3,968
62.2,968
61.7,992
61.600002,976
61.7,968
61.600002,976
61.4,984
61.600002,968
61.4,984
61.600002,968
61.7,968
61.8,968
61.9,968
62.100002,960
62.2,960
62.100002,968
62.4,953
62.0,984
62.0,968
62.0,968
62.2,960
62.600002,945
62.9,945
63.4,929
63.9,921
64.8,898
65.4,898
65.6,906
65.8,906
65.700005,914
65.5,921
65.4,921
65.3,921
65.4,914
65.200005,929
64.8,937
64.6,937
64.3,945
63.9,953
63.8,945
63.600002,953
63.3,960
63.2,953
63.100002,953
62.9,960
62.9,953
63.100002,945
63.100002,953
63.2,945
63.3,945
63.2,953
63.3,945
63.2,953
63.0,960
63.2,945
63.600002,929
63.4,953
63.3,953
63.4,945
63.100002,960
62.9,960
62.9,953
62.600002,968
62.7,953
62.8,953
62.9,953
62.9,953
63.100002,945
62.9,960
63.2,937
63.3,945
63.2,953
63.0,960
62.8,960
62.600002,968
62.600002,960
62.4,968
62.3,968
62.5,953
62.3,968
62.4,960
62.4,960
62.3,968
62.4,960
62.4,960
62.7,945
62.600002,960
62.9,945
63.7,914
64.5,906
64.8,914
65.4,898
65.3,921
65.1,929
64.9,929
64.5,945
64.0,953
63.8,945
64.0,929
63.8,945
63.4,960
62.8,976
62.3,984
61.600002,1000
61.600002,976
61.4,984
61.3,984
61.100002,992
61.4,968
61.7,960
61.600002,976
61.7,968
61.8,968
61.9,968
62.4,945
62.4,960
62.4,960
62.600002,953
62.7,953
62.8,953
62.9,953
62.9,953
62.8,960
63.2,937
63.600002,929
63.600002,945
63.4,953
63.4,945
63.600002,937
63.3,960
63.100002,960
62.8,968
62.9,953
62.9,953
62.5,976
62.5,960
62.5,960
62.7,953
62.600002,960
62.600002,960
62.9,945
63.4,929
63.8,929
63.7,945
63.8,937
63.9,937
63.9,937
63.9,937
63.600002,953
63.7,937
63.8,937
63.9,937
63.9,937
64.3,921
64.9,906
65.5,898
65.700005,906
65.9,906
65.8,914
65.3,937
64.8,945
64.1,960
63.5,968
63.0,968
62.5,976
62.3,968
62.4,960
62.3,968
62.4,960
62.7,945
63.100002,937
63.2,945
63.100002,953
63.2,945
63.3,945
63.2,953
63.100002,953
62.9,960
62.9,953
62.600002,968
62.4,968
62.4,960
62.4,960
62.4,960
62.3,968
62.100002,976
61.9,976
61.8,976
61.600002,984
61.600002,976
61.600002,976
61.4,984
61.4,976
61.4,976
61.4,976
61.600002,968
62.2,945
62.3,960
62.5,953
62.8,945
63.3,929
64.0,914
64.8,898
65.200005,906
65.3,914
65.200005,921
65.3,914
65.200005,921
65.0,929
64.9,929
64.5,945
64.3,937
64.1,945
63.9,945
63.8,945
63.9,937
64.1,929
63.9,945
63.600002,953
63.4,953
63.4,945
63.100002,960
63.100002,953
63.2,945
63.100002,953
63.2,945
63.100002,953
63.100002,953
63.100002,953
63.100002,953
63.2,945
63.4,937
63.8,929
63.3,968
62.9,968
62.600002,968
63.4,921
64.6,890
65.1,906
65.3,914
65.4,914
65.6,906
65.8,906
