Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagnX,MagnY,MagnZ
177471,-0.289542,-0.660443,-9.626669,0.140000,-1.540000,0.350000
177548,-0.375687,-0.775302,-9.729565,-0.490000,-0.840000,0.350000
177625,-0.368508,-0.823160,-9.686492,-0.980000,-0.840000,0.280000
177701,-0.433116,-0.830339,-9.569240,-3.150000,-3.920000,0.490000
177778,-0.270399,-0.717872,-9.763065,0.980000,0.770000,0.140000
177854,-0.557548,-1.002628,-9.516596,7.210000,11.480000,-0.140000
177931,-0.363722,-1.021772,-9.105016,7.700000,9.520000,0.490000
178007,-0.172289,-0.634121,-9.968855,-16.100000,1.330000,5.180000
178083,-0.521654,-0.909305,-10.239254,9.240000,10.780000,66.430000
178160,-0.476189,0.114860,-11.201202,-62.860001,36.189999,78.750000
178237,-0.466617,3.661149,-11.682178,-80.010002,-55.650002,52.990002
178313,-0.222540,2.225405,-9.528560,-86.870003,-89.040001,43.959999
178390,-1.981328,2.091402,-11.512280,-174.229996,-77.769997,20.230000
178466,-4.352700,8.073672,-8.028207,-231.000000,-94.570000,26.809999
178543,-2.802095,3.692257,-3.328535,-326.690002,-41.090000,-40.670002
178620,-3.656363,9.231839,-0.153146,-208.180008,-60.480000,-4.970000
178696,-2.991135,8.210068,1.655892,-159.529999,-81.760002,-46.270000
178773,-4.328771,8.624041,3.146674,-184.729996,-105.209999,-17.710001
178849,-4.120588,7.130866,5.386436,-170.660004,-171.009995,-29.960001
178926,-0.710694,4.673349,9.018870,-116.620003,-194.880005,-14.350000
179002,0.289542,3.840617,8.152637,-73.150002,-73.010002,46.549999
179079,1.718108,3.519968,9.533346,-44.240002,-60.619999,53.549999
179156,0.751373,4.520204,8.418251,31.780001,-159.740005,33.110001
179232,3.472110,4.472345,7.039936,34.160000,-97.160004,-42.490002
179308,4.055979,5.238076,6.819788,48.439999,-47.320000,-100.099998
179385,3.225640,4.670957,6.149774,44.099998,10.080000,-81.620003
179461,0.720265,8.734115,7.104544,53.900002,100.519997,-229.949997
179538,-4.517810,7.327085,4.948534,87.779999,140.490005,-315.420013
179615,-10.394793,4.558490,1.706143,79.800003,175.770004,-294.980011
179691,-8.492431,0.516868,0.301506,64.190002,244.300003,-296.799988
179768,-8.463716,-1.708536,-3.488860,117.320000,261.380005,-191.380005
179844,-8.432608,-3.467324,-5.783659,151.130005,182.350006,-58.799999
179921,-5.319435,-3.541504,-4.915033,76.440002,160.369995,-74.410004
179998,-4.240233,-3.816688,-5.922448,57.959999,196.979996,-18.690001
180074,-2.890633,-4.216304,-9.033228,-22.889999,103.529999,-3.360000
180151,-1.270634,-5.494117,-8.413465,-90.720001,102.900002,0.770000
180227,0.129217,-2.613056,-10.339756,-142.800003,78.750000,-7.910000
180303,1.184489,-0.239291,-10.677155,-210.279999,29.960001,-24.150000
180380,-0.143574,1.909541,-13.163387,-236.669998,-4.130000,-14.490000
180457,0.808803,3.290249,-6.616391,-238.000000,-32.340000,-52.920002
180534,-2.201475,5.865018,-7.587912,-168.839996,-75.320000,-16.379999
180610,-2.091402,6.905933,-4.051193,-182.910004,-121.309998,-37.380001
180686,-2.677664,8.458930,-1.361565,-169.259995,-147.139999,0.140000
180763,-4.606348,10.095679,0.325435,-161.910004,-162.680008,-0.490000
180839,-2.723130,9.621883,3.146674,-107.449997,-132.930008,50.610001
180916,-2.893026,10.942769,3.953084,-103.040001,-185.149994,186.479996
180993,-0.251255,9.770244,4.527382,-171.500000,-188.229996,138.110001
181069,4.122981,3.756866,4.304842,-180.389999,-139.860001,-17.850000
181146,7.597483,0.930841,5.673585,-142.800003,-65.239998,-174.440002
181222,4.312020,3.945905,6.769537,-20.719999,35.700001,-218.190002
181298,-1.832968,9.394557,7.776951,95.550003,158.690002,-437.429993
181375,-7.992313,4.630277,2.768595,180.529999,237.300003,-487.269989
181452,-8.985370,0.830339,1.213204,109.620003,185.430008,-339.010010
181529,-8.662328,-2.440766,-1.036129,78.050003,154.910004,-229.880005
181605,-8.784366,-4.146910,-3.290249,75.599998,145.250000,-175.070007
181681,-8.200496,-3.467324,-4.563276,16.309999,123.340004,-85.750000
181758,-4.099051,-3.926762,-4.338342,-26.389999,162.399994,-85.260002
181834,-5.096894,-5.704693,-8.370393,-93.800003,94.430000,76.580002
181911,-6.412994,-1.043308,-10.246432,-109.760002,117.040001,251.300003
181988,-2.548447,-1.782717,-8.899225,-65.029999,123.900002,74.900002
182064,-3.146674,-0.595834,-10.811159,-39.060001,60.270000,-3.150000
182141,-1.902362,-0.031108,-9.887496,-21.280001,18.690001,15.330000
182217,-1.158167,0.940413,-9.076301,-11.060000,12.390000,-2.240000
182293,-1.471638,0.938020,-9.507024,0.280000,5.530000,-7.350000
182370,-1.081594,0.799231,-9.607526,-0.840000,4.480000,-8.680000
182447,-1.368743,0.224933,-9.681706,-10.850000,6.720000,-18.900000
